Domain,Website Status,SPF,DKIM,DMARC
rhenus.com,Live (HTTP),v=spf1 include:_spf.rhenus_com._d.easydmarc.pro -all,Not found,_dmarc.rhenus_com._d.easydmarc.pro.v=DMARC1;p=reject;sp=reject;pct=100;rua=mailto:a14f106890@rua.easydmarc.eu;ri=86400;aspf=s;adkim=s;
kcchardware.com,No response,Not found,Not found,Not found
sligoairport.com,Live (HTTP),v=spf1 ip4:185.43.232.239 +mx +a +ip4:78.137.164.56 +include:spf.antispamcloud.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2sc16K1cFKvxbuOmn0WZs/JCNYjE2aNPQBiGfNdm3KhRieSNgPup591S/3HZ2j/eu56UmXGC6I8B+EguTqhbPDmet5cb+xu7aNUO5tLCQ0lAts9UVrWoNxpVlASBWI9R74laikzILKLSLIspIk7Y1eaFulW+1dIf0uwbFfggEUPgwctAVECibR5+0D19+A51d KbGUhlO1dChNXslFO7G22Os8Pc7h5UodloUvYLwJSZs5CQ8Z4i1kAn0sfWFpRVG88fujMd5E8WP68pfnEJh9qtxoKRC5meRjnfioUUT0+JY7VSNv2TYIJxLhBo9CYGq/SE7yQip+ru67nOMUhKvOQIDAQAB;,v=DMARC1; p=none;
shopequipment.ie,Live (HTTP),v=spf1 a mx ip4:91.136.48.22 include:spf.topsec.com -all,Not found,Not found
eri.ucc.ie,Live (HTTP),Not found,Not found,Not found
frscaher.ie,No response,Not found,Not found,Not found
radiocabs.ie,No response,v=spf1 ip4:190.180.144.237 ip4:207.55.255.20 +a +mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtGtFJLwAahunEeIaduD4jYK92+c1d+r6Q+F9eCSTxAUDsTR7SxYZ5Dct2Lbs0bZxBzQkv0vp2C/PwLK7xqG2H9Rla6nwF0ZX+tjFyue8wvQAw20LVkWsawH3Kvkdm1hidR4WrOHS6u76ObbOMpU+rLH0ekTjEIQLWIQbf3L/y+Ob/FIQgLPKfBvCvEw0zwRS1 RPjKfWy4ybYQvE5khaVRnak16+yNShREks5VLN7jY+Ds7qrhvAjMvUm4C5MU0eNS6aFdzXJTykY+7xakTJXDkCSw77i2gt/y7l/Gu/5ZhpU1KUqAz3A/RDHTQGZb7fSATdvtrnd/SlltHCN9GJbbQIDAQAB;,Not found
stfanahans.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=reject;sp=reject
stmarys.ie,Live (HTTP),Not found,Not found,Not found
tipperaryetb.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ip4:77.107.210.71 ip4:77.207.211.222 -all,Not found,v=DMARC1; p=none; ruf=mailto:info@tipperaryetb.ie; rua=mailto:info@tipperaryetb.ie
athlonetrainingcentre.ie,No response,v=spf1 a mx include:spf.irishdomains.com,Not found,Not found
eirecomposites.com,Live (HTTPS),v=spf1 a mx ip4:83.70.181.31 include:spf.protection.outlook.com include:spf.blacknight.ie -all,Not found,Not found
hewittcollege.com,No response,Not found,Not found,Not found
balbriggancommunitycollege.com,Live (HTTPS),Not found,Not found,Not found
greenhillscollege.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.dcsnet.ie ip4:142.132.206.101 -all,Not found,Not found
dcuincorporation.ie,No response,Not found,;; communications error to 127.0.0.53#53: timed out;; communications error to 127.0.0.53#53: timed out,;; communications error to 127.0.0.53#53: timed out;; communications error to 127.0.0.53#53: timed out
scfe.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.dcsnet.ie  ip4:87.38.115.3 -all,Not found,Not found
gurteencollege.ie,Live (HTTP),v=spf1 ip4:213.133.69.62 ip4:52.31.29.196 ip4:172.25.1.15 ip4:157.90.28.58 include:spf.elluciancloud.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none;
carlsonwagonlit.ie,No response,Not found,Not found,Not found
aig.com,Live (HTTP),Not found,Not found,_dmarc.ce.12.60.09.dns.agari.com.v=DMARC1; p=reject; fo=1; ri=3600; rua=mailto:aig@rua.agari.com; ruf=mailto:aig@ruf.agari.com
kerrycoaches.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
oconnellgroup.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ip4:84.203.181.54 ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:rua+oconnellgroup.ie@dmarc.barracudanetworks.com; ruf=mailto:ruf+oconnellgroup.ie@dmarc.barracudanetworks.com
shs-group.co.uk,Live (HTTPS),v=spf1 ip4:194.168.219.43 ip4:95.154.206.87 include:eu._netblocks.mimecast.com include:spf.protection.outlook.com -all,Not found,Not found
kemptechnologies.com,Live (HTTP),v=spf1 include:docebosaas.com include:mktomail.com include:mail.zendesk.com include:spf.protection.outlook.com include:_spf.salesforce.com include:sendgrid.net include:_spf.kemptechnologies.com include:us._netblocks.mimecast.com -all,Not found,v=DMARC1; p=none; rua=mailto:c503e53751ee581@rep.dmarcanalyzer.com; ruf=mailto:c503e53751ee581@for.dmarcanalyzer.com; fo=1;
mull-coop.com,Live (HTTP),v=spf1 ip4:190.180.145.25 +a +mx +include:spf.dub1.servername.online ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA9O0DO42rbSFfTKWFLQnVn+8ugWSzE+6aLqPP86Ac9byE0OWnBmPp1L2EXFYrWRrPFOyGL6YrPv2caXTSriQsSEcpaqdK4aEAITIv+hTZc9yY2nRpZEEuSP8IsR2BjiDKXeENWqupELf8bIDJHtWFORl19Crd6pSWDNKH49jLBrHMd8bGmxvc/tMfzO+AhfRHV cqa8E/SiSKum4cg1vnXFm2av3QjNev8BHy88qlqsDgU66j94q09x46nLxJlH9MG/H/JtF6nUAodQneTE06iTl6fBJemG6dayZmG6jmFWkcn+/D0lujaItRSaunOqz93g+Av2RvSDuJDcp4IcsTrlQIDAQAB;,Not found
sandisk.com,Live (HTTPS),Not found,Not found,v=DMARC1; p=quarantine; pct=100;rua=mailto:8xkq3jdr@ag.dmarcian.com,mailto:sndk-dmarc-rua@sandisk.com; ruf=mailto:sndk-dmarc-ruf@sandisk.com; rf=afrf; ri=7200
eirespan.com,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
prepveg.ie,No response,Not found,Not found,Not found
excel-industries.com,Live (HTTPS),v=spf1 mx ip4:185.122.133.78 ip4:83.70.152.89 ip4:83.70.152.90 ip4:185.32.253.199 ip4:185.32.253.174 include:spf1.emailsecurity.app include:spf.protection.outlook.com include:spf.ers.ie -all,Not found,Not found
ibs.ie,Live (HTTP),Not found,Not found,Not found
univet.ie,Live (HTTP),v=spf1 mx a ip4:93.90.117.1/24 ip4:93.90.115.1/24 include:spf.blacknight.ie include:spf.protection.outlook.com -all,Not found,Not found
recordati.ie,Live (HTTP),v=spf1 a mx ip4:91.230.96.13 include:mailcontrol.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc.rua@recordati.com; ruf=mailto:dmarc.ruf@recordati.com; fo=1;
medsurgical.ie,No response,Not found,Not found,Not found
clonmelhealthcare.com,Live (HTTP),v=spf1 -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:9b1c90e3@inbox.ondmarc.com; ruf=mailto:9b1c90e3@inbox.ondmarc.com
jhmcloughlin.com,Live (HTTP),v=spf1 mx a ip4:83.70.158.185 a:mail.jhmcloughlin.com a:smtp1r.cp.blacknight.com -all,Not found,Not found
campusoil.ie,Live (HTTP),v=spf1 a ip4:64.235.158.0/24 ip4:35.176.92.96/27 ip4:212.126.58.192/27 ip4:212.126.47.96/27  include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc@campusoil.ie; ruf=mailto:dmarc@campusoil.ie
jps.ie,Live (HTTP),v=spf1 +mx +a +ip4:103.26.141.202 ~all,;; communications error to 127.0.0.53#53: timed outv=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1mGYLVhcnla9XSvS11uQorWr0HINXC9i2CxqlzX21KUWkpijZ+AkoO29SfiLkNshqulibASnbKt+TIQXZekg2q/U+lN2e+1bKvnPjypXJfTW6NNm2VEkENXTMpEjN7q0rEfFkxTXwAC+a11pOTuGRafK+o5SjoTNvTlIyusYbN8m4UmBbs2DXt0AcqxpFERMq HVwwGEPmUGF6I1kDCpAvHEY4a/xve/XYDHW7jTWlePaTFQu9RNi795ftXE8Bl1gim1HL7Iae/FGFTkh60i1zkxp1wVxxy3Eijdb2621B4LfTHokEGfKGLhq+XGUC7BUoPHvyLGVclLvQdiHTcXYTwIDAQAB;,Not found
dpl.ie,No response,v=spf1 ip4:89.101.198.154 ip4:213.94.201.241 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:alerts@dpl.ie; ruf=mailto:alerts@dpl.ie; fo=1
sigroofing.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1; p=none; rua=mailto:21e415078983506@rep.dmarcanalyzer.com; ruf=mailto:21e415078983506@for.dmarcanalyzer.com; fo=1;
tjomahony.ie,Live (HTTP),v=spf1 a:spamtitan.datapac.com a:spamtitan1.datapac.com include:_spf_cd.spamtitan.com include:spf.protection.outlook.com ip4:43.228.184.6 ip4:103.47.204.4 ip4:103.2.140.82 ip4:103.2.143.7 ip4:45.79.238.223 ip4:172.105.254.10 ip4:185.220.63.95 -all,Not found,v=DMARC1; p=quarantine; rua=mailto:a888a4c669bc47d993ea4b0c64425376@dmarc-reports.cloudflare.net;
wogans.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.smtp2go.com include:spf-esec.heimdalsecurity.com -all,Not found,v=DMARC1; p=none;
morrisdiy.com,Live (HTTP),v=spf1 ip4:212.126.46.17/32 ip4:89.100.252.82/32 ip4:79.98.163.81/32 ip4:91.210.235.24 ip4:185.201.18.57 ip4:52.100.13.209 ip4:52.100.20.221 ip4:142.0.177.133 include:spf.turbo-smtp.com  include:spf.protection.outlook.com include:sendgrid.net include:email-od.com include:amazonses.com ~all,Not found,v=DMARC1;p=none;sp=none;pct=100;rua=mailto:dmarkerrors@morrisdiy.com;ruf=mailto:dmarkerrors@morrisdiy.com;ri=86400;aspf=r;adkim=r;fo=1
supervalu.ie,Live (HTTP),v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
hiddenhearing.ie,Live (HTTP),v=spf1 redirect=bg1ytn5s._spf._d.mim.ec,Not found,v=DMARC1; p=quarantine; rua=mailto:fd786552eac8174@rep.dmarcanalyzer.com; ruf=mailto:fd786552eac8174@for.dmarcanalyzer.com; pct=100; fo=1;
durtynellys.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:spf.resdiary.com -all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
irishcourthotels.com,Live (HTTP),v=spf1 ip4:185.43.232.9 include:spf.webhostingireland.ie +mx +a +ip4:81.17.241.211 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAs84Rp0srFY81u2Mz6T7T8sZJh65M0LGYY1gaTq72CErG+RNboxgQ9znIJtVMTMhvW2YKkBdkjWSICskVGXrkInLSpSE/PcB8vmVG98BrwK9e3GuTpkpwEKaYqgNz/Io6wba0NKfGlajWwioN+fcQN2BvaAzzqz6g0hk7dGaB94FAMibs06mQ/yIgl5CFPLRte MuoHD0Jd7PayiMejuGEZGtG0GE6sWqGhUkgRcOsYCf4MixZ6HesVuCaAso9zoM9YCFB5Gj5qFfE44BbQh+nz/NuliZAys3MJxeGuNowVKJAzBY/AIt625jjfJEaJa9Os4Ohy2zcSgRDYnL9US7/ZQIDAQAB;,Not found
bamcontractors.ie,Live (HTTP),v=spf1 include:bamcontractors.ie._nspf.vali.email include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email
coolmore.com,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none
darraglynnnursinghome.com,Live (HTTP),v=spf1 a include:spf.blacknight.ie ~allv=spf1 +a +mx +ip4:91.210.232.155 include:spf.webhostingireland.ie ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA8lwzIfTeY/XTMLv67RpubABMPQ4cwObL8qfp0Mj/AUmohQxRHkbxKa8amYWiS0OAxgnL+B7tDzAAKklcPWK2XaLdeBuKcXrtea39KJwsYaf4I5tzfxalsEavaDbFHhPXXlSvBo1Puw6E5yYy8CyscNUMVu9TjaPnp6dgZn3x0AMegzPcZLB1YD5uc0o+lwknJ SpA3TV8aKUaqZ7xNSJudlxMjIrTD+PwC3d72QYF8jmtJ72iSAKQjr5fAKYyiIBr8Hw3i0DVbO822BAw4oG2sh1QEJuEqyKLecZyERXDWat34Xp6LAWU2fBpq21mxgYTPE+uORBmYjtuYFhFx6cKIwIDAQAB;,Not found
dbschenker.ie,Live (HTTPS),v=spf1 -all,Not found,Not found
jdsfoods.ie,Live (HTTP),v=spf1 include:_spf.spamtitan.com include:_spf_cd.spamtitan.com -all,Not found,v=DMARC1; p=quarantine; pct=25; fo=1; rua=mailto:postmaster@jdsfoods.ie; ruf=mailto:postmaster@jdsfoods.ie
silverkey.net,No response,v=spf1 -all,v=spf1 -all,v=spf1 -all
texoil.ie,Live (HTTPS),v=spf1 include:spf-005ffb01.pphosted.com a:barracuda.compuservelive.co.uk mx -all,Not found,v=DMARC1; p=none
annabeg.ie,No response,Not found,Not found,Not found
cafesol.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+j0wcxgivxui@dmarc.postmarkapp.com; sp=none; aspf=r;
denismahony.ie,Live (HTTP),v=spf1 ip4:212.147.209.22 ip4:85.222.130.224/28 ip4:176.52.217.18 ip4:89.204.208.221 include:spf1.emailsecurity.app include:spf.protection.outlook.com include:_spf.salesforce.com include:_spf.google.com +a:cloud1.dmacmedia.ie -all,Not found,v=DMARC1; p=quarantine
dominos.ie,Live (HTTP),v=spf1 -all,v=DKIM1; p=,v=DMARC1
ecocem.ie,Live (HTTP),v=spf1 mx a ip4:169.50.169.84 ip4:5.149.170.50 ip4:83.70.137.190 ip4:91.103.5.139 ip4:89.101.154.73 ip4:79.170.244.50 ip4:217.78.1.63 ip4:144.2.241.171 include:spf.protection.outlook.com include:spf.mailanyone.net include:sendgrid.net  include:spf.irishdom ains.com include:s pf.mandrillapp.com ~all,Not found,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
eddierockets.ie,Live (HTTP),v=spf1 include:spf1.emailsecurity.app ip4:89.101.94.230 include:sendgrid.net include:mailgun.org include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
geogelec.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
goalglobal.org,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
gogginstransport.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAw5vOCgfaI/P0GFqYUvCdUm5CDKF0687weh38xI7y0+3ARNc//rnXf+0BbWG+9opx9HTNnMcBZXxnDPY0D/SdsdoDNVIve7JLLYkl07XqaKpDmW746WMHnGLkBjfl4je5B/z4CJsckNnq5gksx5DdiUf8yN6jIDQkottQO7JcSpUGYXiwj3HW3uv1UNDCKABeA 26JeJ2da5h09bBJyYWwd4PAjX5/I0PJJvFvHtDpt9tO9LDLGNJEb1j1ZUKp9E7k323uua1C7PxS6lKRYk8lklpolaUWSR0yskvwZBvLNtZr+VLsXnH2xXr97xVq7Gf4J0O7OxExzuAa1PN4+lrOgwIDAQAB;,Not found
agency.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
jccatering.ie,No response,Not found,Not found,Not found
marsh.com,Live (HTTP),Not found,Not found,v=DMARC1; p=reject; rua=mailto:dmarc_agg@vali.email; fo=1; ri=3600
serfac.ie,Live (HTTP),v=spf1 +a +mx +a:ams15.siteground.eu  include:serfac.ie.spf.auto.dnssmarthost.net ~all,serfac.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_00246d9a767ef755219eb6800eec1b72.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwSZf1qDHsIcGW9JBdDZh+6N+yD8AQeTBNldXmJL0dYwus6Ibb9XjHt/KN/u74A/vMkACtNDglTnTq69y+RoDUpHRCdx9WVyc7Uiq6V+OF6sTw7H3m2F0JjV2l1czUQNfQag8YXUfSZFEI1eidNJh9G073X1HeMkl9kh2tdwHZZbjPPEKBypRDGVFwVgi7XOo/ TuAP9sAnEyNakWSxtSKWYysmesnfO1F3oxdFcQZr/PtVgd9INrJ9/pbmz1MOGQOrVF2KtlHuI1hqEnI0l21YiU6RfAIFDR98Dtq9/NrSqccnZ2MjNOOYJ/lGiy5aK88ugAYLP7mtGBkUbJD10KutQIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
sheridanscheesemongers.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com +ip4:78.153.205.203 ~all,Not found,v=DMARC1; p=none
sundayworld.com,Live (HTTP),v=spf1 include:mailgun.org include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:13dbc9fb@inbox.ondmarc.com;ruf=mailto:13dbc9fb@inbox.ondmarc.com;
thecastle-hotel.ie,No response,Not found,Not found,Not found
townlink.ie,Live (HTTPS),v=spf1 ip4:144.2.242.121 ip4:89.101.223.2 ip4:212.126.59.52 ip4:93.107.119.112 include:spf.emailsignatures365.com include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=reject; pct=100;
triangle.ie,Live (HTTP),v=spf1 ip4:195.27.3.4 ip4:195.27.3.7 mx a ptr a:aspmx.pardot.com include:spf.protection.outlook.com include:14487469.spf01.hubspotemail.net ~all,Not found,v=DMARC1;p=none;sp=none;pct=100;rua=mailto:57ebc7336d@rua.easydmarc.eu,mailto:dmarcreport@triangle.ie!10m,mailto:dmarc_agg@vali.email;ruf=mailto:57ebc7336d@ruf.easydmarc.eu;ri=86400;aspf=r;adkim=r;fo=1
westsidepress.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.blacknight.ie include:sendgrid.net a:dispatch-eu.ppe-hosted.com -all include:mailgun.org ~all,Not found,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s; fo=1; pct=50; rua=mailto:dmarcreports@westsidepress.com; ruf=mailto:dmarcreports@westsidepress.com
winroy.ie,Live (HTTP),v=spf1 ip4:190.180.145.98 mx include:spf.elive.net include:spf.protection.outlook.com -all,;; communications error to 127.0.0.53#53: timed outv=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwEplSkaWy3cNcPbDu5C2Y1lm3lR/RKWxJDAm0GlDXC3UT1CrgQPAFUWjI234MtiBvlZViz5+bgfHt5psUw5JAPOlOiy5qDtAxS8KyEYnARCqzKhzdplkhhE7koeCMZCXJ1WhwdKSziGYKWBxK9oPlxSLJymFA7gadw6qd7gx6wXmTAEx7NXOLk2dWG36BGwia iWWZ7rf9uSBa+DTIme1HdiuiS1BC4DcM15S/LDxHuk8CZMOWqrJ21AaRy93kZZWLVzfjEGXg8gfzU+QTTV7SPGfzSSh7KxPxQS57UEehmvRbCz/B2tmhCH7wkE0eDCkXUX//QzFRMeJrwhkfA4nAwIDAQAB;,Not found
campusaccommodation.ie,Live (HTTP),v=spf1 +ip4:66.206.3.250  ip4:23.111.150.226 ip4:192.124.249.113 +a +mx +ip4:185.62.37.155 include:netaffinity.net include:netaffinity.com ~all,Not found,Not found
mapfreassistance.ie,Live (HTTPS),Not found,Not found,Not found
friendsofable.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
killarneycourthotel.com,Live (HTTP),v=spf1 ip4:91.210.235.23 include:spf.webhostingireland.ie ip4:86.47.38.123 include:spf.protection.outlook.com include:_spf.bookassist.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApJgTdo8SL0e+LWEpM9j4MoJIO21kQ5D0aZJsUDkGsRSU6FO+v6dm2QE1AGTk2VbW9xmWNDW86CZmMbNsSRci4qfJ7OJs93NTN7beBrU1xqEglr23t1fI08/CP8FIx3GNmRO7/A92K0zG0aXVPean9zHTmZ6e8sT3gXWSp+WxVkSIpEr+7K0CgnDVUkL/vqzD6 rjrvWu7cP8d3PbLBioS6szsV1JNqsi1PgNoxC7PLS2RJ/d3FVqg+izwRY9o7vzAkwGyK3N+kxiurTlPpeL9pzArN8OiC5zw6LY9Q04xz2X28eagAub+AKU0fSkU/RgKCwsRlfkPBCIfKykEdQ6pbwIDAQAB;,v=DMARC1; p=none;
jhfitzpatrick.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com ip4:89.204.213.51 -all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:1512e7904ab44d51a7d3981c9b6abbcb@dmarc-reports.cloudflare.net,mailto:rua+jhfitzpatrick.ie@dmarc.barracudanetworks.com; ruf=mailto:ruf+jhfitzpatrick.ie@dmarc.barracudanetworks.com
vei.ie,Live (HTTPS),v=spf1 include:spf-ipv4.vei.ie include:spf-ipv6.vei.ie include:spf.protection.outlook.com include:amazonses.com include:turbo-smtp.com include:spf.mailjet.com include:143443666.spf04.hubspotemail.net ~all,Not found,v=DMARC1; p=none; pct=100; rua=mailto:re+rl5ifipinjs@dmarc.postmarkapp.com; sp=none; aspf=r;
curranalu.ie,Live (HTTPS),v=spf1 +ip4:66.206.3.250 include:spf.protection.outlook.com -all,Not found,Not found
frankhogan.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:authsmtp.com -all,Not found,Not found
webtm.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
dunnesstores.ie,No response,v=spf1 ip4:185.114.163.240/30 include:spf.protection.outlook.com include:spf.logicalware.net include:spf.logicalware.com include:mailgun.org -all,Not found,v=DMARC1; p=quarantine; rua=mailto:rua@dunnes.ie; fo=1
martinfoodequip.com,Live (HTTP),v=spf1 ip4:162.241.218.166 a mx include:websitewelcome.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA1aOBgYJhsmMjrKQzqt9j98jYymDQCZYlOVsJ71XoEQd9j+WfXSawQ0wIkFSuVsG8ABqVHpJmKnbeXSUk8fo2golJR6z2RBo89LdSiA23rx5XjXaKkETOWB1je2ROX6WLMPvSC/p/bT7bJSivNgQtdECQpYLj0WjQTEw1er+85psklPae3rBIV7RSt/bclsnrT 1Sqqs3ziD4RikRBmayKwqhUBAAfr+aKhYnfP2PmEHM78sMkCcz1xERWCLXLMWdjC/APpJB3BnB6wGi+uGolOwSNFGOKyj0W+1FVtQZoia1qkTZdqKCdbFnXSZ0xXCNlzt8sUUbJikaOQVMKxyJTdQIDAQAB;,Not found
colemanelectronics.ie,Live (HTTP),v=spf1 a mx include:spf.protection.outlook.com include:_spf.elasticemail.com -all,Not found,v=DMARC1; p=none; sp=none; adkim=r; aspf=r; rua=mailto:watchdog2@watchdog.kevlarr.io;
wyatthotel.com,Live (HTTPS),v=spf1 ip4:92.51.242.107 include:netaffinity.net include:oracleindustry.com include:mandrillapp.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2XYOoCkJg/OY+So4oc77PA1XMUk58oCmVIYK5wp98wGNLck3bC9AlzMz5VUaezfCpqmf7Z7RQECOttaSAwNsm+KHKBY5nT4KN+yCnQB4cRa0SztI9pAhQLa5V6nZSYX7G55VhUM+hXzGHvyeRj0zZ2MKWdUvFVZFO5zYD/FKwvr2mnyDH78yGuZ/CaWKMd2Yq 9bhR+fESBzT5C/RBk3uqKs6u/lZEc3snFttZMVeDkWgvPY3VYAsrtMXEWmIwUEpxy2ytKaOCc8OubAf1Wufd1N3Cs5iho9XG6UAHlo/EvjiX/HBk/oVyhc2IKxIw1vQMMrOuYSFmLGdCgcKqsWdwQIDAQAB;,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
bellinterhouse.com,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:netaffinity.net include:authsmtp.com include:spfa.cpmails.com include:spf.resdiary.com include:servers.mcsv.net include:guestline.net include:roomlynx.net -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:3fb8dd5c@inbox.ondmarc.com; ruf=mailto:3fb8dd5c@inbox.ondmarc.com;
headfortarms.ie,Live (HTTPS),v=spf1 include:spf.guestjoy.com include:netaffinity.net include:sendgrid.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
mckeon.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:25584591.spf08.hubspotemail.net -all,Not found,v=DMARC1; p=none;
taskltd.ie,Live (HTTPS),v=spf1 ip4:5.77.32.219 ip4:151.236.51.84 ip4:213.175.204.54 +a +mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAn7thaXUBT/xKMQWt0YXhMr8qEJpg7FyNVPVmw14TzT/e7oygnNeWt8bJq9mkWjYm6wxtidIa80kGlWdt/k/0XNq989pYYfvEGjFP2zmRACUV8lfhtdA6Xx4zAbqPPyUe/V0J6X+TG0dnBcRsVty4lXzpYi4ICSFk/P5muFh0jV6/DtXsSem93RQ5lWERqIU80 sfprQyT9OiYI6Gq3nyMRG80J9bhhGizgDWkzzrvf9HW2CqE4sbDNcZW6kBUBi+FmmgliVQsW4a7v3dGB3tMTTmMH6/pjZM3Ak/gz6spg/tkVawhy4hrJszo8mL6lVkJIr8NF459imfdyY2MHq2aSQIDAQAB;,Not found
tpwhelehan.ie,Live (HTTP),v=spf1 a:spf.webtrade.ie a:mail1.uniphar.ie ip4:89.101.228.97  include:spf.protection.outlook.com ~all,Not found,Not found
clcu.ie,Live (HTTPS),v=spf1 mx a:mailon.spamtitan.com include:spf.protection.outlook.com include:servers.mcsv.net ip4:188.166.22.194 -all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@mtcsolutions.ie; fo=1
midlands103.com,Live (HTTPS),v=spf1 include:mfg.siteprotect.com ~all,Not found,Not found
supervalu.ie,Live (HTTP),v=spf1 ip6:fd1b:212c:a5f9::/48 ip4:83.71.135.83 ip4:35.232.112.110 ip4:35.188.198.57 include:spf.protection.outlook.com include:amazonses.com include:musgraveecomaws.com include:mail.zendesk.com include:spf.musgrave.laposa.ie include:spf.amris.com -all,Not found,Not found
surecom.ie,Live (HTTP),v=spf1 ip4:5.149.174.97 include:spf.protection.outlook.com include:spf.ess.de.barracudanetworks.com ~all,Not found,Not found
thevikinghotelwaterford.ie,No response,Not found,Not found,Not found
