Domain,Website Status,SPF,DKIM,DMARC
winparts.ie,Live (HTTP),v=spf1 a mx ip4:84.247.12.193 ip4:136.144.140.16 ip6:2a01:7c8:bb02:24a:5054:ff:fef4:f9b2 include:sendgrid.net include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:_demarc@winparts.eu; ruf=mailto:_demarc@winparts.eu; fo=1; adkim=s; aspf=s; rf=afrf; ri=3600; sp=quarantine
triequestrian.ie,Live (HTTP),v=spf1 a mx include:spf.protection.outlook.com include:mailgun.org -all,Not found,v=DMARC1; p=none;
openseason.ie,Live (HTTP),v=spf1 +mx +a +ip4:185.43.232.245 +include:spf.antispamcloud.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqBJ12M21eQSXtkhmtJW9xQT8LE/AlYeeYPmbktAPVj4zlhL0MfeIwukCqYaqtuK0apRjh1CIl002KCY6s8fo2kw8yjEi1MEDgEHt9dL1vtGf9OJqkb4gC2jW/o4VKVAuaeeRwCQTo3N307Ehc5kHhzBny3o6VX6SsyUH0AfxZPSzpajrp8wV6+6Lw758A2wXS 5AtNl7GBlCGaMfiOnj9aB093Go7KOoK6dd6Xa0DevgO6iYj3KgI7lS6iNBtd2j7ggGdWk16lPzYpG6LwfuNRlt9uh3g4ZHDh7ivpKon97ANPnvKaWJO1V+7GWKBFqVRkhiFsuLnLzKuNyorCg3IzwIDAQAB;,Not found
perfume-click.ie,Live (HTTP),v=spf1 a ip4:34.89.119.30 ip4:46.20.230.33 ip4:134.213.214.202 ip4:161.38.207.174 include:_spf.google.com include:trustpilotservice.com ~all,Not found,v=DMARC1; p=reject; rua=mailto:dmarc@hbyzx11a.uriports.com; ruf=mailto:dmarc@hbyzx11a.uriports.com; fo=1:d:s;pct=100
usedbikes.ie,Live (HTTP),v=spf1 a mx include:_spf.zoho.com -allv=spf1 include:zoho.com ~allv=spf1 a mx include:_spf.cyberfolks.pl -all,Not found,v=DMARC1; p=none; sp=none
gubu.ie,Live (HTTP),v=spf1 +a +mx +ip4:62.182.22.130 include:relay.email-cluster.com +ip4:46.29.93.30 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA+QXqx/Fc4UDJfRtx60UdLcYvf9lgBHbbus+7dhrzEgbToCCVfNtimiDffEiIHeCQI11CIOjxJlyqtEqwWCjDou28rvSZFE3KCl8Kgetnuc27Xcn8PMvVWhWk5qEIksHqrmOAns8lFpJ1Bga3jD3wKDd6KhltDHi/BrmLIzuuX88dRp5FgAwrpBZKcfSZl4ljd fNUmpYSmhynddLiEnvzwv2/rTlIDEHGnc5fMFtHguqasT7IP1z4fT3k44DNPghuyxBdiGoWxb5ShSxAcvZEvpumv1HEqpRf5DfsH+zC+WWlWbOxhWjojOkBShTJSMdXbA3VdqU6CAXXe+iwJAQvxQIDAQAB;,Not found
fitnessequipmentireland.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=none;rua=mailto:rua@dmarc.brevo.com
leitrimgaa.ie,Live (HTTPS),v=spf1 a mx ptr include:spf.reg365.net ip4:213.246.108.247 ~all,Not found,v=DMARC1; p=none;
thehappypear.ie,Live (HTTP),v=spf1 include:_spf.google.com include:mailgun.org include:25617670.spf05.hubspotemail.net ~all,Not found,v=DMARC1; p=none
aosom.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_spf.google.com include:amazonses.com include:mail.zendesk.com include:klaviyomail.com ~all,Not found,v=DMARC1; p=none;
adaptcentre.ie,Live (HTTP),v=spf1 ip4:134.226.52.38 ip4:134.226.42.185 include:_spf.google.com include:143562703.spf05.hubspotemail.net ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@adaptcentre.ie
eurogiant.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none
mhc.ie,Live (HTTP),v=spf1 include:_u.mhc.ie._spf.smart.ondmarc.com -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:7f5a7fa8@inbox.ondmarc.com; ruf=mailto:7f5a7fa8@inbox.ondmarc.com;
donnellan.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
saintstreet.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,Not found
dopl.ie,Live (HTTP),Not found,Not found,Not found
littledreamers.ie,Live (HTTP),v=spf1 include:spf.titan.email ~all,Not found,v=DMARC1; p=none; fo=1; rua=mailto:info@littledreamers.ie
wisemans.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
futureforests.ie,Live (HTTP),Not found,Not found,Not found
dng.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none; rua=mailto:itsupport@dng.ie
propertypriceregister.ie,Live (HTTP),Not found,Not found,Not found
charlescamping.ie,Live (HTTP),v=spf1 include:relay.k.io ip4:77.72.2.19 ip4:77.72.1.51 a mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA6XxgFHjHVVIlg5+PvaqraWUFcn+UXmIvfKvOOH2weoMCuBT1mld4Ao1y5U99nkzhtoJf6Xu2H1Cqkrx5cjN7h8tJH28bE1Ae008oDWv+IIUdDywzovYHO9VfM2bvVpRIrwwW4dgpuKhkYy+p+1AkkFTbICE5GJzRgNWkEJ/UcVChVuZP5UwImu5eoA7sNnmyS 8t4/GxxqRKFFayDPzIOwE27stVutsmTMqdTXognLzqVDdkgUXZzsGAAVYXWGMjW6+jW2gmECJgnefoJou4NJyTnTngFSAy+bKPMF9Eq+lCNlnuPw9CGSqrNJNiMBVZ2NwNgULW4TWIjOzYO62TCYQIDAQAB;,Not found
hobbyairsoft.ie,Live (HTTP),v=spf1 +a +mx +ip4:216.137.180.149 +ip4:216.137.180.15 include:spfa.mailendo.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAw2rqs0VHs1uyw6t9RKNqg2BvmxR11KRULt7hj8VK2ie1sYJPEG4KZrUfZ1Tw0fKtx2Pmw2KzOMRxmQ0k86OsO6NyQpkAXW60A0wEq7xaDQ1uvQNNQY7CPrMJLSaliKRAV7Z9Y74EopJhgksjdxJWYv/4JFk2NApWERlcMsqtWlLBmbQsCdg+HtpqcIvkenJL+  oF3cFcdG+sdpCSQlNjg3Rp/zsvC6Bvy9QfPDhf8wXnkG/FDlNxK5EA4cqugcWIFn4PrKbkBll8MOnAQ21HOWeUn9Dp8uQQ1TeyOiOeei1drw3k7Noh7qM7/nKMGeo1KIVoql5NqvRaC0snR9FFPyQIDAQAB;,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
nsso.gov.ie,No response,v=spf1 ip4:137.191.242.105 ip4:137.191.242.109 ip4:137.191.249.114 ip4:137.191.246.70 include:spfext.itservices.gov.ie -all,Not found,v=DMARC1; p=none;
stuff4cakes.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,v=DMARC1; p=none;
columbiasportswear.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=reject; rua=mailto:DMARC_Monitoring@Columbia.com
donegalgaa.ie,Live (HTTPS),v=spf1 a mx include:emailsrvr.com include:_spf.elasticemail.com ~all,Not found,v=DMARC1; p=none;
kerrygaa.ie,Live (HTTPS),Not found,Not found,Not found
gadgetman.ie,Live (HTTP),v=spf1 ip4:185.224.198.154 +a +mx -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2NajQ7umZwkg9+meG/r21iz99JbjR0UUCit8x+VxFNPRzpASRoA0VrN5jjCLPsGCqEsxl3vzm9+sdbwBRcFsyFWx4LBVE7/bJKtQ/17+4Agm10aSdfurMWgwWNXeBGGTVzWQ49s18/BMtFklJ0nuh2kERWAw8WhqBPcF8cR/wmQTWBwbi0dxJEZWIyR5vc63d /1FzBDqzBaGE1V9XF6mz2IuRGy1uSzQd99CCaooqwM4QLzqzeeVJsdEnJ3eoBW6SOKyrU/ooeY46kqFXAXy0FGOR482sGIgdY2Cv0N2pUocDK/hoMNIbxu/kp1kb98wMZ6JYKU4z+lqRpapCk1ygwIDAQAB;,v=DMARC1; p=none;
meath.ie,Live (HTTP),v=spf1 include:spf.topsec.com include:sendgrid.net -all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:e288ef16@inbox.ondmarc.com; ruf=mailto:e288ef16@inbox.ondmarc.com;
edsports.ie,Live (HTTP),v=spf1 a:5233.submission.antispamcloud.com include:spf.guru.net.uk include:spf.protection.outlook.com +a -all,Not found,v=DMARC1; p=none
canon.ie,Live (HTTPS),v=spf1 include:canon-emea.com -all,Not found,v=DMARC1; p=reject; rua=mailto:1559aaadaeb7147@rep.dmarcanalyzer.com; ruf=mailto:1559aaadaeb7147@for.dmarcanalyzer.com; fo=1;
faiconnect.ie,Live (HTTPS),v=spf1 ip4:185.43.232.188 include:spf.antispamcloud.com +a +mx +ip4:78.137.164.100 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAzSJH+Z9NP69rRVotq3GXUVgf/BN5SZUn0ccXKD6Hr9xr8MB8myy4n/+l6otFD7oZ5Q6CuwEpEP2qvfZ4tHQZNXC1hZ392UMZWgsbbwX7/XnpNsKI49AJU7eXqlb0AWyLIvBBPa1sYcNzX6ysBa/2Erd6bM5mse4seCQCo9qk2npGagDlXNIzlNbay3URCMtJp YfxbLwTBa5H3LUPTbcar/oUEh1MDT/7AJRJWeTy1QjMj1Cc9QNQXrpylQk4vT4uabATWRL12ddfNWsj4MnVpaPAHzsw8UICgL20fFHVoPWQbnNbXpnWc95LpBzZ1dzhs+8aLgPJLsfY9jE9ASl0LQIDAQAB;,Not found
gomibo.ie,Live (HTTP),v=spf1 mx include:servers.mcsv.net ip4:185.241.190.67 ip4:185.241.190.68 ip4:89.188.25.245 ip4:213.124.84.58 ip4:149.210.215.132 ip4:89.188.25.242 ip4:89.200.203.10 ip4:91.209.168.0/24 ip4:45.154.8.234 ip4:45.154.8.235 ip4:45.154.8.242 ip4:45.154.8.244 ip 4:45.154.8.245 mx:mailer.twinfield.com ~all,Not found,v=DMARC1; p=reject
bookstation.ie,Live (HTTP),v=spf1 a mx ip4:46.22.130.16 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none
alamo.ie,Live (HTTPS),Not found,Not found,Not found
rightpricetiles.ie,Live (HTTP),v=spf1 ip4:51.83.111.125 ip4:77.107.206.74 ip4:35.157.190.224 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAw5hlr9zSJiwOUF1rVbwLn/s2i2JaysvercYH3GVLnvOCHzpkLSMjCFLXOiulKevigLTCsjVO+7qqmqAzFYiC6AYiAMfcEolyEYhqgLYpBQDbiFdIYP4ikkhPUuMZdAxgNqGkg2X4XYbQYvXbuyyW81RSuWszCSgCrk7hWUFqgELH73dCHuqMS31GtdBrdLtDG FVf2H+5Dt3ZaQDI9FtKWd4+/1fKlyrrQPzert7Fx7354MTMYDBQ/3B9u8rbn6ukns3+M2tKqnGf6zeZgAF9xGfvprnh8iCM+qPKxl0Th8WrDaldjjYNpVpc0wpSojjX3G1RI3s5J6ApK5lcR4RctQIDAQAB;,v=DMARC1; p=none; fo=1; rua=mailto:rua+rightpricetiles.ie@dmarc.barracudanetworks.com; ruf=mailto:ruf+rightpricetiles.ie@dmarc.barracudanetworks.com
bigbathroomshop.ie,Live (HTTP),v=spf1 mx ip4:82.71.228.1/27 ip4:52.209.139.6 ip4:52.209.153.228 ip4:52.50.218.86 ip4:52.210.177.220 include:trustpilotservice.com include:amazonses.com include:eu._netblocks.mimecast.com include:_spf.salesforce.com ~all,Not found,v=DMARC1;p=none;rua=mailto:postmaster@bigbathroomshop.ie
stovespareparts.ie,Live (HTTPS),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
reliance.ie,Live (HTTP),v=spf1 include:_spf.mlsend.com +a +mx +a:web1.iseek.host ip4:84.51.238.190/16 ip4:78.153.205.192/27 mx:web1mail1out.iseek.host/24 a:relay.strencom.net include:spf.protection.outlook.com include:spf.smtp-engine.com ~all,Not found,v=DMARC1; p=none; rua=mailto:security@reliance.ie
hennessyoutdoors.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsjnRTTml8+JwLEf4AAihf6wVHnCkojTfmJ1TS0WYgXgGlGS7TZJS33t0pE2o4pSt+Ir1C3hAr2vtWmVaFC+sQii6dHWR/9racB4hBc0bfmZkfGjFnXcLb/jGWl/DaqR/cVQ+3RRgWlqlhHIDogzrnbKqkRqbyXrDP2u6XkEsmnjaB80DnvJ8cbgdHV/H3mQjx ARtvKhyuAKgyF9K/AUt8/M4Wa3ND3RwNAbB2hI8tjKeU7ZCJFDfIggZpSsjvzSvn3K6rCXj/sh39RFuCyhylQJ8W3Y0z/6HFcJQpkQLoHGSqMXc8VAH0I6jZaeDG6s7esuMLd7zGHT8ExnJ1T2/gQIDAQAB;,Not found
visitwicklow.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA9MWpTP8y2Xr0wOwx6MYA9hhWNXylzvSEx+upLgt0GDDumO/3bBcD9BZjtB/uCpz1qb2phCmMvoMN9dlJI4hTyeKmfGEt8seOxppxjFK5IV+5+3JLhV4wdvp80lTGwU1hbBu3Jpm24jU0Gx/uxPrpItYtI+MJTALZDBLCyHTUi1QdmvPgZSBG1t3kx7l0iYuGT  TrGGV9Of7nVAdyFH6jJmfPPwn56+GK2O6K+X0r1wpMqzqHoBlYCarbC46FktSiXxmaFRkH/cG3U0XvQpwmj65uIiS/Rsz2Ab00WEDi1lKbGhmWcWbWui3sD5ygdhyq4yI5hUC3FlY0BFRbu2RCTGQIDAQAB;,v=DMARC1; p=none
easytrip.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:appliedexch.co.uk include:amazonses.com include:_spf.smtp.com -all,Not found,v=DMARC1; p=none;
lawreform.ie,Live (HTTP),v=spf1 redirect=_sdysg2ot6.sdmarc.net,Not found,lawreform.ie.dmarc.sdmarc.net.v=DMARC1; p=reject; pct=100; rua=mailto:a.dysg2ot6@sdmarc.net
hockeyworld.ie,Live (HTTP),v=spf1 mx a include:spf.elive.net ~all,v=DKIM1; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEArwQabjQegCoPLah+0YB2pFkaPcEI7NVSrkAIkcoYSfvxfh6cAT34P/QT/0x9ZqWXTTp4yhjCOFZsGfORi0vuzeGmRHDK+PBcFdqTXMsS0f+BQFHJCMtSGnzfSyi4WRpTYpwnPn2rhdkMqkX1/COxdk8D9QhZmdlscieJz/ex+pNXwmI2lmF1vMsUoKPf4vKxNrWkzT 7Ek096MWh0LZ+qnhGPYgypbvIBQJuWxhS7d4GdKSQvOqIaoUcfTUKSboTqK9Ct7pTaDKGkqWAA+bqfe0oW6SwHn12IllwNb5voDiAMuxQXiHO0x/qnNvCvlHxQC3EZ0jGmdQ4tJ/d2xiEoIwIDAQAB;,v=DMARC1; p=none;
base2race.ie,Live (HTTP),v=spf1 a mx include:spf.irishdomains.com,Not found,Not found
svp.ie,Live (HTTPS),v=spf1 include:mailgun.org include:spf2.accessacloud.com include:spf.protection.outlook.com include:spf.mandrillapp.com a:svp.ie ip4:217.20.43.164 include:spf.sendinblue.com mx ~all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
mytimepoint.ie,No response,Not found,Not found,Not found
oponeo.ie,Live (HTTP),v=spf1 ip4:91.206.7.23 ip4:91.206.6.0/23 ip4:91.206.6.230  include:spf.protection.outlook.com include:emarsys.net include:emsmtp.com ~all,v=DKIM1; h=sha256; k=rsa;  p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA5oQuwRAi2YurG6/Tj9A0PaLdsritiwIuE3WEHBRiJevd4BqTYko1k17l9cSk8iV9lS46ODleWVxuDAtWu0u+CvZvV0W6VXhmzFLnkkwF0mKV3WhH6xADuAcRotxAmBLpaocE5dCO/PH516OcZa+TCrKq3rO6BAlLjFWeQ/o5jBiPvohzg4oSp4hGkSldTjn8xTqdqAtPYVFcH+ STzb+SMv0VDniLScbhegWxgaVkFOOJM/SQ2z2UeQa6crvZ9lXS7rwWd44uWphDXZyASpKWoBjjWABiCtfzT3WXGfnYoHuG+NqO/d38uaGKrYb9oHqGHlwznCLQ+S22BfdryctccQIDAQAB,v=DMARC1; p=none; rua=mailto:dmarc@oponeo.ie; ruf=mailto:dmarc@oponeo.ie; fo=1
vibesandscribes.ie,Live (HTTP),v=spf1 +a +mx include:_spf.bigcommerce.com include:_spf.google.com ~all,Not found,v=DMARC1; p=none;
qualifax.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
top4fitness.ie,Live (HTTP),v=spf1 redirect=_spf.t4s.cz,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC9PwYkcQV7VFNTUd1MVaqD9/ZQWvnLG7/jS3or20TyKFKf3prNPxSLt0+JSO3FSKq6/VEzz2mwRxY5URrihkQrkniz8oiT8k3of1PoxdBCOj+ZtGwJW28H/2R/2a0bV+lZKttWKMmWFQhBmKfLNZRcntovVhtU0GAvgoP4zXIyHQIDAQAB,v=DMARC1; p=none; rua=mailto:dmarc-reports@top4fitness.ie; ruf=mailto:dmarc-reports@top4fitness.ie; adkim=r; aspf=r; pct=100;
adams.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:sendgrid.net ip4:168.245.38.255 ip4:167.89.111.144 -all,Not found,v=DMARC1; p=none; ri=604800; pct=100; rua=mailto:info@adams.ie
universaldesign.ie,Live (HTTP),v=spf1 include:jsec.ie -all,Not found,Not found
altra.ie,Live (HTTP),v=spf1 include:eu.mailgun.org include:sendgrid.net include:_spf.google.com ~all,Not found,v=DMARC1; p=none;
nobox.ie,Live (HTTP),v=spf1 include:_spf.google.com include:_spf.bullhornmail.com ~all,Not found,Not found
ifa.ie,Live (HTTP),v=spf1 mx ip4:81.17.244.62 ip4:78.137.160.212 include:spf.mandrillapp.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none;
transitcenter.ie,Live (HTTP),v=spf1 +a +mx +a:transitcenter.pl -all,v=DKIM1; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2qMiYe+360fJ5/toZXUfm0CGZI9hGrhqyhpoL7qctMQBuZ/skRRBHTj38QQuqYk5WlCrVdJPdOKAiI1N5vC+FM5BK0O/QtptcLB0fcyCMX7sEKbhiZsjK+0hato52l6UM42vi5h4XJi8Njw6HpUiUILJ+BVvb++L4N/E+zC0TrPIu7QZ+TlfesmxoZ6H2+wjR7e/FreI zBg+nhvEsz9XBUvtUEFuqTTN//47M3KQHvFG8eeL94N3QjJKzDrYbm2v/62LF86IBq+6YDCsycU+GlJe5RW2C9Z2ZVskRZCOJwYaVppBOm4vUk0ZLgCza0ffCxSWprdrX5iyQJXd+BqurwIDAQAB;,v=DMARC1; p=quarantine; adkim=s; aspf=s
ybig.ie,Live (HTTP),v=spf1 a mx -all,Not found,Not found
sprattfireplaces.ie,Live (HTTP),v=spf1 ip4:91.210.235.55 ip4:91.210.235.225 include:spf.webhostingireland.ie ip4:91.210.233.89 ip4:91.210.233.2 +a +mx ?allv=spf1 a mx include:_spf.elasticemail.com include:emailsrvr.com ~all,v=DKIM1; k=rsa; p=MHwwDQYJKoZIhvcNAQEBBQADawAwaAJhAKsqzvEETqFkKjRZs2bcJW4drce4bwdlAV3lrc5hBNOkTfdSntIDFjJkHsk3HWB+m7cTuxVufkoRjvAu+sRRKwgT1Z7EBDsdN+wy5A+7F1u+9HQ9V/9+/EKL5Q3KET3ITQIDAQAB;,v=DMARC1; p=none;
avivastadium.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.hornetsecurity.com include:_spf.psm.knowbe4.com include:spf-4.inkyphishfence.com -all,Not found,v=DMARC1; p=reject; rua=mailto:avivaadmin@avivastadium.ie,mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:avivaadmin@avivastadium.ie,mailto:dmarc_ruf@emaildefense.proofpoint.com; sp=reject; ri=3600; rf=afrf; adkim=r; aspf=r; fo=1;
favouritefashions.ie,Live (HTTP),Not found,Not found,Not found
research.ie,Live (HTTP),v=spf1 ip4:193.1.200.58 include:spf.protection.outlook.com include:sendgrid.net -all,Not found,v=DMARC1; p=none; rua=mailto:dmarcreports@research.ie
earlychildhoodireland.ie,Live (HTTP),v=spf1 include:mailanyone.net include:spf.protection.outlook.com +ip4:176.9.64.12 +ip4:78.46.155.199 +a +mx include:spf.eu.exclaimer.net include:spf.mandrillapp.com ~all,Not found,v=DMARC1; p=none;v=DMARC1;  p=none; rua=mailto:website@earlychildhoodireland.ie
chictiles.ie,Live (HTTP),v=spf1 include:relay.romarg.net -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvZMK7L2bfoYCp1yCijG5149BLyDYotppx4GKy4DbpE5AAyWku52lzLSaCWwWQiE7kjbtSp0fFBuu3ouy4pw6n6G9gbBG5PDqeKMA7ww58OJQsCCkAXkLPhA8Ai+sR2R04d3bp7/s7pcZy1WzNrpzpwhewInx1MlOwPL6FDf3LI+5fJqfWUJR14nd/lTCWTeJZ id0+ytSnWzr+hu85YRNpJIhB/nygjyBE6ryPkOeRhIU1XPrDSAu77ZSjVJP+XkIjNczmFcpQrfCjGNcOgH1vuiCdwqQLg/X5kM99DZ2STUsZerhYZ1jd/uxl2NwtymohNNtk2UjgxuB791ixK/MgQIDAQAB;,Not found
dib.ie,Live (HTTP),v=spf1 ~all,Not found,v=DMARC1; p=none; rua=mailto:vsihdl8e@ag.eu.dmarcian.com;
visualartists.ie,Live (HTTP),v=spf1 ip4:83.138.8.106 include:mailchimp.com include:spf.mtasv.net include:u3300229.wl230.sendgrid.net ~all, v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA2g7rsjG+YWyqEO7sT9sonCrO1oOthlA2ukvvVxLBIXfhY4drk3qXuvmNjxSxFzIC0tvLu7ONomy2jCEAaJ3r/yDy3doGgW2sWUgQzdkIuda0DXpur8vuh3HdpiJFM66Hz1hX5y5hss/qdnTfseV0Cv6LBPvSnBbTLmBHGFCYmGyVdwVnGl18ZTrAzigGXtecL   aQKvVkjJ92PSCv8XuDlKo2PNHbYOS4syavdr9adRxQ1+BO4e6+aJVbTbOExEdVwe6AF+v0tCU6s2i0DjN4QgwDvM/1ASuJYWcg8OG1a0jBpsO9iqLqEhYwDDznkpwFGfLuC4v8kO8uODtksDGHmgQIDAQAB; ,v=DMARC1; p=none;
q-park.ie,Live (HTTPS),v=spf1 a mx mx:q-park.ie ip4:193.58.12.122 ip4:195.7.209.161 ip4:85.112.17.47 ip4:85.112.17.17 ip4:217.195.247.174 ip4:213.201.131.238 ip4:217.195.247.163 include:customers.clickdimensions.com include:spf.protection.outlook.com include:_spf.zivver.com -al l,Not found,v=DMARC1; p=reject; rua=mailto:uhwjz94r@ag.eu.dmarcadvisor.com;
cricketleinster.ie,Live (HTTP),v=spf1 a mx include:_spf.google.com ~all,Not found,Not found
presleyblue.ie,Live (HTTP),v=spf1 include:spf.titan.email ~all,Not found,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100
raycooke.ie,Live (HTTP),v=spf1 ip4:83.138.8.106 ip4:83.138.8.113 include:relay.mailchannels.net +a +mx -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAmDW0dZY/ELU1eUJtD8FPm2xLh/J2ySo7Sm7r8GZoqt5sPqxwDaVTUt3D825yUbjD8EHQu3f7MWcEYx+x4ElkrxzmsHvyJ6MPRXvCREmeIWEs2/2o0DgNUm1/l6Vy7F2wxkzVHPRVG2h5IP44rqcUpRg8TTXP+8Q0q3c+SEZ+845pKb+f7xjpr1fPr4BdMzflo sIsfJABmz6T9D8s5MmiFEgxNm7bF4KJiYqzo7nceA/7ikGStz8nf1ydM7I9dqA7N1aH9LNUgR+Ee9CN25P4C02PkMwQ6FVi9JhSlfUs41J6640gN/UG2QNivNDVFdSd7qOCrwYieJfU0ovNbz6qhQIDAQAB;,Not found
nbi.ie,Live (HTTP),v=spf1 a mx ip4:148.252.11.4 include:spf.protection.outlook.com include:amazonses.com -all,Not found,v=DMARC1;p=none;rua=mailto:dmarc@nbi.ie;ruf=mailto:dmarc@nbi.ie;
rds.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:servers.mcsv.net include:email1.kayako.com include:emaileuc.freshdesk.com ip4:178.162.1.176 ip4:54.246.220.150 ip4:54.246.224.90 ip4:165.84.219.70 ip4:165.84.219.3 -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
data.gov.ie,Live (HTTP),Not found,Not found,Not found
wordans.ie,Live (HTTP),v=spf1 mx include:amazonses.com include:mailgun.org include:_spf.salesforce.com ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:a77ffe73967c4002a84e8e34fea3824a@dmarc-reports.cloudflare.net,mailto:tech@wordans.ie; ruf=mailto:tech@wordans.ie; adkim=r; aspf=r; rf=afrf
landdirect.ie,Live (HTTPS),v=spf1 mx ip4:137.191.227.138 ip4:137.191.227.141 -all,Not found,Not found
mascus.ie,Live (HTTP),Not found,Not found,Not found
nandos.ie,Live (HTTP),v=spf1 include:spfa.nandos.ie include:mail.zendesk.com include:coremotivesmarketing.com include:spf.dynect.net include:spf.mandrillapp.com include:sendgrid.net include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=reject; rua=mailto:a1tplswh@ag.eu.dmarcadvisor.com; ruf=mailto:a1tplswh@fr.eu.dmarcadvisor.com; fo=1
parfumdreams.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:mail.zendesk.com include:spf.pvs-rs.com include:spf.servicemail24.de a:businessmail.parfumdreams.de -all,Not found,v=DMARC1; p=none; sp=none; rua=mailto:re+c4897491765a@inbound.dmarcdigests.com; pct=100
photobox.ie,Live (HTTP),v=spf1 include:mail.zendesk.com ?all,Not found,Not found
forsa.ie,Live (HTTP),v=spf1 mx include:eu._netblocks.mimecast.com include:servers.mcsv.net include:spf.mandrillapp.com include:spf.forsa.ie include:nw008.com include:spf.mtasv.net ~all,Not found,v=DMARC1; p=reject; rua=mailto:183fa441e26a348@rep.dmarcanalyzer.com; ruf=mailto:183fa441e26a348@for.dmarcanalyzer.com; fo=1;
tii.ie,Live (HTTP),v=spf1 a:scanscope.net ip4:137.191.242.6 ip4:137.191.242.7 ip4:51.140.50.9 a:smtp1.scanscope.net a:smtp2.scanscope.net a:smtp2-delivery.scanscope.net include:spf.protection.outlook.com include:spf.scanscope.net -all,Not found,v=DMARC1; p=none; rua=mailto:qz5gx8qe@ag.eu.dmarcian.com; ruf=mailto:qz5gx8qe@fr.eu.dmarcian.com;
